1038755.16634,456308.38353
1036522.38386,445804.436352
1038002.06266,443184.811024
984848.250984,465274.671916
998891.224738,457506.029199
994243.014436,469274.099081
989013.202756,424391.867126
1011293.59482,456363.585958
987026.031824,450686.92126
992150.15748,450839.271982
1011354.22014,451116.420276
985845.625656,450687.779856
1028049.62598,451050.906824
1003104.06004,458811.127953
996952.133202,446017.204724
993577.094816,450857.968832
1006502.36844,462249.219816
1029857.91043,455649.416667
1053791.12434,443544.779856
1000709.87598,456767.015748
1013324.42224,452472.512795
972164.953084,452863.19521
1053798.12434,443045.343176
1050303.51017,404090.257218
994171.814633,443127.497703
1007981.92159,415812.572178
993134.313648,448820.375
995427.064304,458783.468832
991787.68832,425082.998688
991961.062992,462505.576772
995015.140092,462682.253609
983434.767717,413639.924869
1019233.64108,453802.994094
998216.812336,445597.045604
990161.374672,457951.947507
1034763.80446,396901.195538
992583.069226,444231.527887
1008734.59646,450387.41437
1001150.47966,425075.045276
980001.313648,429632.340223
1057313.11647,417084.593832
984990.406824,450712.56168
1056100.53215,416844.308071
998898.221457,455987.125328
1005343.68963,456220.890748
1005987.74147,455592.335958
1032750.25427,436927.391076
985684.048556,437557.876968
998036.53248,464065.312992
1027410.53215,445843.233596
1053888.3107,435380.842848
989637.658465,424367.530512
1011354.22014,451116.420276
995317.189304,467450.015092
1011335.62598,453757.421588
1048444.73425,451208.853018
988224.375656,450731.218504
1019303.69849,449884.478018
992648.481955,469266.007218
1004300.27493,420544.923556
984278.969816,450692.468832
989661.367454,440123.724738
990172.720472,456030.206037
994697.06332,439520.311352
992149.333989,472788.999016
996017.502297,445586.35958
1010582.41175,459665.783465
989999.240486,468874.448819
994999.032152,450874.483268
1042510.04298,445851.892717
1001196.18898,420427.906496
1005987.74147,455592.335958
1005362.95112,456241.127297
990153.875984,456718.092192
992065.281168,456082.281496
989928.692585,473157.888451
982723.544947,413633.620735
1001031.47047,435092.342848
1026065.01115,448585.537073
990016.808727,469217.889108
1032801.62533,432582.542979
1022179.75066,435245.784777
1045791.19324,435305.076444
1028622.27001,451077.098753
1007288.7792,462469.533793
1013990.65781,451136.328412
986660.751312,413651.343832
1001031.47047,435092.342848
1050677.47244,435341.263451
